survived,pclass,sex,age,sib_sp,parch,fare,embarked,has__cabin,deck,title,family_size,is_alone,sex_encoded,embarked__c,embarked__q,embarked__s,fare_log
1,1,female,35.0,0,0,65.6344,S,1,C,Miss,1,1,1,False,False,True,4.19922096071412
0,1,male,40.0,0,0,31.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.4657359027997265
1,3,male,25.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
1,2,female,41.0,0,1,19.5,S,0,Unknown,Mrs,2,0,1,False,False,True,3.0204248861443626
0,1,male,37.0,0,1,29.7,C,1,C,Mr,2,0,0,True,False,False,3.4242626545931514
1,3,female,21.5,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
1,1,female,63.0,1,0,65.6344,S,1,D,Miss,2,0,1,False,False,True,4.19922096071412
0,3,female,45.0,0,0,7.75,S,0,Unknown,Miss,1,1,1,False,False,True,2.169053700369523
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,3,male,7.0,4,1,29.125,Q,0,Unknown,Master,6,0,0,False,True,False,3.405355391810819
1,3,female,35.0,1,1,20.25,S,0,Unknown,Mrs,3,0,1,False,False,True,3.056356895370426
0,3,male,65.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
0,3,male,28.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
0,3,male,16.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
1,3,male,19.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,1,male,40.0,0,0,26.0,S,1,A,Mr,1,1,0,False,False,True,3.295836866004329
0,3,male,33.0,0,0,8.6625,C,0,Unknown,Mr,1,1,0,True,False,False,2.2682524139135403
1,3,male,30.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
0,3,male,22.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,2,male,42.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,3,female,22.0,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
1,1,female,26.0,0,0,65.6344,S,0,Unknown,Miss,1,1,1,False,False,True,4.19922096071412
1,1,female,19.0,1,0,65.6344,C,1,B,Mrs,2,0,1,True,False,False,4.19922096071412
0,2,male,36.0,0,0,12.875,C,1,D,Mr,1,1,0,True,False,False,2.630088659632498
0,3,female,24.0,0,0,8.85,S,0,Unknown,Miss,1,1,1,False,False,True,2.2874714551839976
0,3,male,24.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,1,male,40.0,0,0,27.7208,C,0,Unknown,Mr,1,1,0,True,False,False,3.357621598945279
0,3,male,23.5,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,1,female,2.0,1,2,65.6344,S,1,C,Miss,4,0,1,False,False,True,4.19922096071412
1,1,male,40.0,0,0,30.5,S,1,C,Mr,1,1,0,False,False,True,3.449987545831587
1,1,female,50.0,0,1,65.6344,C,1,B,Mrs,2,0,1,True,False,False,4.19922096071412
1,3,female,21.5,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
1,3,male,25.0,2,0,23.25,Q,0,Unknown,Mr,3,0,0,False,True,False,3.188416617383492
0,3,male,19.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
1,2,female,28.0,0,0,12.35,Q,1,E,Miss,1,1,1,False,True,False,2.5915163848462583
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,male,0.92,1,2,65.6344,S,1,C,Master,4,0,0,False,False,True,4.19922096071412
1,1,female,35.0,0,0,65.6344,C,0,Unknown,Miss,1,1,1,True,False,False,4.19922096071412
1,1,female,17.0,1,0,65.6344,C,1,C,Mrs,2,0,1,True,False,False,4.19922096071412
0,2,male,30.0,1,0,24.0,C,0,Unknown,Mr,2,0,0,True,False,False,3.2188758248682006
1,1,female,30.0,0,0,56.9292,C,1,E,Miss,1,1,1,True,False,False,4.0592215752427645
1,1,female,24.0,0,0,65.6344,C,1,C,Miss,1,1,1,True,False,False,4.19922096071412
1,1,female,18.0,2,2,65.6344,C,1,B,Miss,5,0,1,True,False,False,4.19922096071412
0,2,female,26.0,1,1,26.0,S,0,Unknown,Mrs,3,0,1,False,False,True,3.295836866004329
0,3,male,28.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,2,male,43.0,1,1,26.25,S,0,Unknown,Mr,3,0,0,False,False,True,3.305053521109253
1,3,female,26.0,0,0,7.8542,S,0,Unknown,Miss,1,1,1,False,False,True,2.180891922715322
1,2,female,24.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
0,2,male,54.0,0,0,14.0,S,0,Unknown,Other,1,1,0,False,False,True,2.70805020110221
1,1,female,31.0,0,2,65.6344,S,1,C,Miss,3,0,1,False,False,True,4.19922096071412
1,1,female,40.0,1,1,65.6344,C,1,E,Mrs,3,0,1,True,False,False,4.19922096071412
0,3,male,22.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
0,3,male,27.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,2,female,30.0,0,0,12.35,Q,0,Unknown,Miss,1,1,1,False,True,False,2.5915163848462583
1,2,female,22.0,1,1,29.0,S,0,Unknown,Mrs,3,0,1,False,False,True,3.4011973816621555
0,3,male,25.0,8,2,65.6344,S,0,Unknown,Mr,11,0,0,False,False,True,4.19922096071412
1,1,female,36.0,0,0,65.6344,C,1,C,Miss,1,1,1,True,False,False,4.19922096071412
0,3,male,61.0,0,0,6.2375,S,0,Unknown,Mr,1,1,0,False,False,True,1.9792758428991135
1,2,female,36.0,0,0,13.0,S,1,D,Mrs,1,1,1,False,False,True,2.6390573296152584
1,3,female,31.0,1,1,20.525,S,0,Unknown,Mrs,3,0,1,False,False,True,3.0692150503137943
1,1,female,16.0,0,1,57.9792,C,1,B,Miss,2,0,1,True,False,False,4.077184839375167
1,3,female,21.5,2,0,23.25,Q,0,Unknown,Miss,3,0,1,False,True,False,3.188416617383492
0,1,male,45.5,0,0,28.5,S,1,C,Mr,1,1,0,False,False,True,3.3843902633457743
0,1,male,38.0,0,1,65.6344,S,1,C,Mr,2,0,0,False,False,True,4.19922096071412
0,3,male,16.0,2,0,18.0,S,0,Unknown,Mr,3,0,0,False,False,True,2.9444389791664403
1,1,female,35.0,1,0,65.6344,S,0,Unknown,Mrs,2,0,1,False,False,True,4.19922096071412
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,1,male,29.0,1,0,65.6344,S,1,C,Mr,2,0,0,False,False,True,4.19922096071412
1,1,female,41.0,0,0,65.6344,C,1,E,Miss,1,1,1,True,False,False,4.19922096071412
1,3,male,45.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,1,male,45.0,0,0,35.5,S,1,T,Mr,1,1,0,False,False,True,3.597312260588446
1,2,male,2.0,1,1,26.0,S,1,F,Master,3,0,0,False,False,True,3.295836866004329
1,1,female,24.0,3,2,65.6344,S,1,C,Miss,6,0,1,False,False,True,4.19922096071412
0,2,male,28.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,2,male,25.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,2,male,36.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,2,female,24.0,0,0,13.0,S,1,F,Miss,1,1,1,False,False,True,2.6390573296152584
1,2,female,40.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
1,3,female,21.5,1,0,16.1,S,0,Unknown,Mrs,2,0,1,False,False,True,2.8390784635086144
1,3,male,3.0,1,1,15.9,S,0,Unknown,Master,3,0,0,False,False,True,2.8273136219290276
0,3,male,42.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
0,3,male,23.0,0,0,9.225,S,0,Unknown,Mr,1,1,0,False,False,True,2.3248357019288655
0,1,male,40.0,0,0,35.0,S,1,C,Mr,1,1,0,False,False,True,3.58351893845611
0,3,male,15.0,1,1,7.2292,C,0,Unknown,Mr,3,0,0,True,False,False,2.1076888046179385
0,3,male,25.0,1,0,17.8,S,0,Unknown,Mr,2,0,0,False,False,True,2.9338568698359038
0,3,male,25.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
0,3,male,28.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
1,1,female,22.0,0,1,55.0,S,1,E,Miss,2,0,1,False,False,True,4.02535169073515
0,2,female,38.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
1,3,female,21.5,0,0,7.8792,Q,0,Unknown,Miss,1,1,1,False,True,False,2.1837114628556327
1,3,female,21.5,0,0,7.8792,Q,0,Unknown,Miss,1,1,1,False,True,False,2.1837114628556327
0,3,male,40.0,1,4,27.9,S,0,Unknown,Mr,6,0,0,False,False,True,3.3638415951183864
0,2,male,29.0,1,0,27.7208,C,0,Unknown,Mr,2,0,0,True,False,False,3.357621598945279
0,3,female,45.0,0,1,14.4542,C,0,Unknown,Mrs,2,0,1,True,False,False,2.737880811060884
0,3,male,35.0,0,0,7.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.0856720914304723
0,3,male,25.0,1,0,15.5,Q,0,Unknown,Mr,2,0,0,False,True,False,2.803360380906535
0,3,male,30.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
1,1,female,60.0,1,0,65.6344,C,1,D,Mrs,2,0,1,True,False,False,4.19922096071412
1,3,female,21.5,0,0,7.2292,C,0,Unknown,Mrs,1,1,1,True,False,False,2.1076888046179385
1,3,female,21.5,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
1,1,female,24.0,0,0,65.6344,C,1,B,Other,1,1,1,True,False,False,4.19922096071412
1,1,male,25.0,1,0,55.4417,C,1,E,Mr,2,0,0,True,False,False,4.0332082470129285
0,3,male,18.0,1,0,6.4958,S,0,Unknown,Mr,2,0,0,False,False,True,2.0143428636837015
0,3,male,19.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,1,male,22.0,0,0,65.6344,C,0,Unknown,Mr,1,1,0,True,False,False,4.19922096071412
0,3,female,3.0,3,1,21.075,S,0,Unknown,Miss,5,0,1,False,False,True,3.0944457464900235
1,1,female,35.0,1,0,65.6344,C,0,Unknown,Mrs,2,0,1,True,False,False,4.19922096071412
1,3,female,22.0,0,0,7.25,S,0,Unknown,Miss,1,1,1,False,False,True,2.1102132003465894
0,1,male,27.0,0,2,65.6344,C,1,C,Mr,3,0,0,True,False,False,4.19922096071412
0,3,male,20.0,0,0,4.0125,C,0,Unknown,Mr,1,1,0,True,False,False,1.6119347926326877
0,3,male,19.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
1,1,female,42.0,0,0,65.6344,C,0,Unknown,Miss,1,1,1,True,False,False,4.19922096071412
1,3,female,1.0,0,2,15.7417,C,0,Unknown,Miss,3,0,1,True,False,False,2.817902613071225
0,3,male,32.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
1,1,female,35.0,1,0,52.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.970291913552122
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,2,male,18.0,0,0,65.6344,S,0,Unknown,Mr,1,1,0,False,False,True,4.19922096071412
0,3,male,1.0,5,2,46.9,S,0,Unknown,Master,8,0,0,False,False,True,3.8691155044168695
1,2,female,36.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
0,3,male,25.0,0,0,7.7292,Q,0,Unknown,Mr,1,1,0,False,True,False,2.1666737276227077
1,2,female,17.0,0,0,12.0,C,0,Unknown,Miss,1,1,1,True,False,False,2.5649493574615367
1,1,male,36.0,1,2,65.6344,S,1,B,Mr,4,0,0,False,False,True,4.19922096071412
1,3,male,21.0,0,0,7.7958,S,0,Unknown,Mr,1,1,0,False,False,True,2.174274334826008
0,3,male,28.0,2,0,7.925,S,0,Unknown,Mr,3,0,0,False,False,True,2.188856327665703
1,1,female,23.0,1,0,65.6344,C,1,D,Miss,2,0,1,True,False,False,4.19922096071412
1,3,female,24.0,0,2,16.7,S,1,G,Mrs,3,0,1,False,False,True,2.8735646395797834
0,3,male,22.0,0,0,7.7958,S,0,Unknown,Mr,1,1,0,False,False,True,2.174274334826008
0,3,female,31.0,0,0,7.8542,S,0,Unknown,Miss,1,1,1,False,False,True,2.180891922715322
0,2,male,46.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
0,2,male,23.0,0,0,10.5,S,0,Unknown,Other,1,1,0,False,False,True,2.4423470353692043
1,2,female,28.0,0,0,12.65,S,0,Unknown,Mrs,1,1,1,False,False,True,2.613739521630969
1,3,male,39.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,3,male,26.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,female,21.0,1,0,9.825,S,0,Unknown,Miss,2,0,1,False,False,True,2.3818582738885534
0,3,male,28.0,1,0,15.85,S,0,Unknown,Mr,2,0,0,False,False,True,2.8243506567983707
0,3,female,20.0,0,0,8.6625,S,0,Unknown,Miss,1,1,1,False,False,True,2.2682524139135403
0,2,male,34.0,1,0,21.0,S,0,Unknown,Mr,2,0,0,False,False,True,3.091042453358316
0,3,male,51.0,0,0,7.75,S,0,Unknown,Mr,1,1,0,False,False,True,2.169053700369523
1,2,male,3.0,1,1,18.75,S,0,Unknown,Master,3,0,0,False,False,True,2.9831534913471307
0,3,male,21.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
0,3,female,21.5,3,1,25.4667,S,0,Unknown,Miss,5,0,1,False,False,True,3.275887339030031
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,male,25.0,0,0,6.8583,Q,0,Unknown,Mr,1,1,0,False,True,False,2.061570298060867
1,1,female,33.0,1,0,65.6344,Q,1,C,Miss,2,0,1,False,True,False,4.19922096071412
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
1,3,male,44.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,3,female,21.5,0,0,8.05,S,0,Unknown,Mrs,1,1,1,False,False,True,2.2027647577118348
1,2,female,34.0,1,1,32.5,S,0,Unknown,Mrs,3,0,1,False,False,True,3.5115454388310208
1,2,female,18.0,0,2,13.0,S,0,Unknown,Miss,3,0,1,False,False,True,2.6390573296152584
0,2,male,30.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,3,female,10.0,0,2,24.15,S,0,Unknown,Miss,3,0,1,False,False,True,3.224857896545748
0,3,male,25.0,0,0,7.8958,C,0,Unknown,Mr,1,1,0,True,False,False,2.1855792552411137
0,3,male,21.0,0,0,7.7333,Q,0,Unknown,Mr,1,1,0,False,True,False,2.167143305297764
0,3,male,29.0,0,0,7.875,S,0,Unknown,Mr,1,1,0,False,False,True,2.1832383353614797
0,3,female,28.0,1,1,14.4,S,0,Unknown,Mrs,3,0,1,False,False,True,2.7343675094195836
0,3,male,18.0,1,1,20.2125,S,0,Unknown,Mr,3,0,0,False,False,True,3.0545906305603445
0,3,male,25.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
1,2,female,28.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
1,2,female,19.0,0,0,26.0,S,0,Unknown,Miss,1,1,1,False,False,True,3.295836866004329
0,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
1,3,male,32.0,0,0,8.05,S,1,E,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,male,28.0,0,0,26.55,S,1,C,Mr,1,1,0,False,False,True,3.3160025355989236
1,3,female,21.5,1,0,16.1,S,0,Unknown,Mrs,2,0,1,False,False,True,2.8390784635086144
1,2,female,42.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
0,3,male,17.0,0,0,7.125,S,0,Unknown,Mr,1,1,0,False,False,True,2.094945728215801
0,1,male,50.0,1,0,55.9,S,1,E,Mr,2,0,0,False,False,True,4.041295341132285
1,1,female,14.0,1,2,65.6344,S,1,B,Miss,4,0,1,False,False,True,4.19922096071412
0,3,female,21.0,2,2,34.375,S,0,Unknown,Miss,5,0,1,False,False,True,3.5660053559634015
1,2,female,24.0,2,3,18.75,S,0,Unknown,Mrs,6,0,1,False,False,True,2.9831534913471307
0,1,male,64.0,1,4,65.6344,S,1,C,Mr,6,0,0,False,False,True,4.19922096071412
0,2,male,31.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
1,2,female,45.0,1,1,26.25,S,0,Unknown,Mrs,3,0,1,False,False,True,3.305053521109253
0,3,male,20.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
0,3,male,25.0,1,0,7.775,S,0,Unknown,Mr,2,0,0,False,False,True,2.1719067693519296
1,2,female,28.0,0,0,13.0,S,0,Unknown,Other,1,1,1,False,False,True,2.6390573296152584
1,3,male,25.0,0,0,8.1125,S,0,Unknown,Mr,1,1,0,False,False,True,2.2096470973347766
1,1,male,4.0,0,2,65.6344,S,1,A,Master,3,0,0,False,False,True,4.19922096071412
1,2,female,13.0,0,1,19.5,S,0,Unknown,Miss,2,0,1,False,False,True,3.0204248861443626
1,1,male,34.0,0,0,26.55,S,0,Unknown,Mr,1,1,0,False,False,True,3.3160025355989236
1,3,female,5.0,2,1,19.2583,C,0,Unknown,Miss,4,0,1,True,False,False,3.0085645861193133
1,1,male,52.0,0,0,30.5,S,1,C,Other,1,1,0,False,False,True,3.449987545831587
0,2,male,36.0,1,2,27.75,S,0,Unknown,Mr,4,0,0,False,False,True,3.3586377672433594
0,3,male,25.0,1,0,19.9667,S,0,Unknown,Mr,2,0,0,False,False,True,3.0429354648621407
0,1,male,30.0,0,0,27.75,C,1,C,Mr,1,1,0,True,False,False,3.3586377672433594
1,1,male,49.0,1,0,65.6344,C,1,C,Mr,2,0,0,True,False,False,4.19922096071412
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,male,29.0,0,0,7.8958,C,0,Unknown,Mr,1,1,0,True,False,False,2.1855792552411137
0,1,male,65.0,0,0,26.55,S,1,E,Mr,1,1,0,False,False,True,3.3160025355989236
1,1,female,35.0,1,0,51.8625,S,1,D,Mrs,2,0,1,False,False,True,3.967694202798607
1,2,female,50.0,0,0,10.5,S,0,Unknown,Miss,1,1,1,False,False,True,2.4423470353692043
0,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
1,1,male,48.0,0,0,26.55,S,1,E,Mr,1,1,0,False,False,True,3.3160025355989236
0,3,male,34.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,1,male,47.0,0,0,38.5,S,1,E,Mr,1,1,0,False,False,True,3.676300671907076
0,2,male,48.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,male,38.0,0,0,7.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.0856720914304723
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,1,male,56.0,0,0,26.55,S,0,Unknown,Mr,1,1,0,False,False,True,3.3160025355989236
0,3,male,25.0,0,0,7.725,Q,0,Unknown,Mr,1,1,0,False,True,False,2.1661924680884908
1,3,female,0.75,2,1,19.2583,C,0,Unknown,Miss,4,0,1,True,False,False,3.0085645861193133
0,3,male,25.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
0,3,male,38.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
1,2,female,33.0,1,2,27.75,S,0,Unknown,Mrs,4,0,1,False,False,True,3.3586377672433594
1,2,female,23.0,0,0,13.7917,C,1,D,Mrs,1,1,1,True,False,False,2.694066212646058
0,3,female,22.0,0,0,9.8375,S,0,Unknown,Miss,1,1,1,False,False,True,2.3830123421066602
0,1,male,40.0,0,0,52.0,S,1,A,Mr,1,1,0,False,False,True,3.970291913552122
0,2,male,34.0,1,0,21.0,S,0,Unknown,Mr,2,0,0,False,False,True,3.091042453358316
0,3,male,29.0,1,0,7.0458,S,0,Unknown,Mr,2,0,0,False,False,True,2.0851502161468174
0,3,male,22.0,0,0,7.5208,S,0,Unknown,Mr,1,1,0,False,False,True,2.142510233146819
1,3,female,2.0,0,1,12.2875,S,0,Unknown,Miss,2,0,1,False,False,True,2.586823743668066
0,3,male,9.0,5,2,46.9,S,0,Unknown,Master,8,0,0,False,False,True,3.8691155044168695
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,3,male,50.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,female,63.0,0,0,9.5875,S,0,Unknown,Mrs,1,1,1,False,False,True,2.3596740599781727
1,1,male,25.0,1,0,65.6344,C,1,B,Mr,2,0,0,True,False,False,4.19922096071412
0,3,female,21.5,3,1,25.4667,S,0,Unknown,Miss,5,0,1,False,False,True,3.275887339030031
1,1,female,35.0,1,0,65.6344,S,1,C,Mrs,2,0,1,False,False,True,4.19922096071412
0,1,male,58.0,0,0,29.7,C,1,B,Mr,1,1,0,True,False,False,3.4242626545931514
0,3,male,30.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,male,9.0,1,1,15.9,S,0,Unknown,Master,3,0,0,False,False,True,2.8273136219290276
0,3,male,25.0,1,0,19.9667,S,0,Unknown,Mr,2,0,0,False,False,True,3.0429354648621407
0,3,male,21.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
0,1,male,55.0,0,0,30.5,S,1,C,Mr,1,1,0,False,False,True,3.449987545831587
0,1,male,71.0,0,0,49.5042,C,0,Unknown,Mr,1,1,0,True,False,False,3.922056501139853
0,3,male,21.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,male,25.0,0,0,14.4583,C,0,Unknown,Mr,1,1,0,True,False,False,2.738146075922933
1,1,female,54.0,1,0,65.6344,C,1,D,Miss,2,0,1,True,False,False,4.19922096071412
0,3,male,25.0,0,0,15.1,S,0,Unknown,Mr,1,1,0,False,False,True,2.7788192719904172
0,1,female,25.0,1,2,65.6344,S,1,C,Mrs,4,0,1,False,False,True,4.19922096071412
0,3,male,24.0,0,0,7.7958,S,0,Unknown,Mr,1,1,0,False,False,True,2.174274334826008
0,3,male,17.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
0,3,female,21.0,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
0,3,female,21.5,0,0,7.6292,Q,0,Unknown,Miss,1,1,1,False,True,False,2.155151800914312
0,3,female,37.0,0,0,9.5875,S,0,Unknown,Miss,1,1,1,False,False,True,2.3596740599781727
1,1,female,16.0,0,0,65.6344,S,1,B,Miss,1,1,1,False,False,True,4.19922096071412
0,1,male,18.0,1,0,65.6344,C,1,C,Mr,2,0,0,True,False,False,4.19922096071412
1,2,female,33.0,0,2,26.0,S,0,Unknown,Mrs,3,0,1,False,False,True,3.295836866004329
1,1,male,40.0,0,0,26.55,S,0,Unknown,Mr,1,1,0,False,False,True,3.3160025355989236
0,3,male,28.0,0,0,22.525,S,0,Unknown,Mr,1,1,0,False,False,True,3.1580636854714434
1,3,male,26.0,0,0,56.4958,S,0,Unknown,Mr,1,1,0,False,False,True,4.05171190165724
1,3,male,29.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,male,36.0,0,0,26.2875,S,1,E,Mr,1,1,0,False,False,True,3.3064287218760624
1,1,female,54.0,1,0,59.4,C,0,Unknown,Mrs,2,0,1,True,False,False,4.100989104940769
0,3,male,24.0,0,0,7.4958,S,0,Unknown,Mr,1,1,0,False,False,True,2.139571923732859
0,1,male,47.0,0,0,34.0208,S,1,D,Mr,1,1,0,False,False,True,3.5559421706858756
1,2,female,34.0,0,0,10.5,S,1,F,Mrs,1,1,1,False,False,True,2.4423470353692043
0,3,male,25.0,0,0,24.15,Q,0,Unknown,Mr,1,1,0,False,True,False,3.224857896545748
1,2,female,36.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
0,3,male,32.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,female,30.0,0,0,65.6344,S,1,B,Miss,1,1,1,False,False,True,4.19922096071412
0,3,male,22.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,male,25.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
1,1,female,44.0,0,1,57.9792,C,1,B,Mrs,2,0,1,True,False,False,4.077184839375167
0,3,male,25.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,3,male,40.5,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
1,2,female,50.0,0,0,10.5,S,0,Unknown,Miss,1,1,1,False,False,True,2.4423470353692043
0,1,male,40.0,0,0,65.6344,S,1,C,Mr,1,1,0,False,False,True,4.19922096071412
0,3,male,39.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,2,male,23.0,2,1,11.5,S,0,Unknown,Mr,4,0,0,False,False,True,2.5257286443082556
1,2,female,2.0,1,1,26.0,S,0,Unknown,Miss,3,0,1,False,False,True,3.295836866004329
0,3,male,25.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,3,male,17.0,1,1,7.2292,C,0,Unknown,Mr,3,0,0,True,False,False,2.1076888046179385
1,3,female,21.5,0,2,22.3583,C,0,Unknown,Mrs,3,0,1,True,False,False,3.1509523813392697
0,3,female,30.0,0,0,8.6625,S,0,Unknown,Miss,1,1,1,False,False,True,2.2682524139135403
1,2,female,7.0,0,2,26.25,S,0,Unknown,Miss,3,0,1,False,False,True,3.305053521109253
0,1,male,45.0,0,0,26.55,S,1,B,Other,1,1,0,False,False,True,3.3160025355989236
1,1,female,30.0,0,0,65.6344,C,0,Unknown,Miss,1,1,1,True,False,False,4.19922096071412
0,3,male,25.0,0,0,14.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.740840023925201
1,1,female,22.0,0,2,49.5,C,1,B,Miss,3,0,1,True,False,False,3.9219733362813143
